"weight";"label";"tagType";"tagDisplay";"country";"language"
"380";"personnes âgées";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"390";"jeunes";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"400";"aidants";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"410";"urbains";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"420";"ruraux";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"430";"médias";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"440";"élus";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"450";"États & organismes sociaux";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"460";"collectivités territoriales";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"470";"EHPAD";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"480";"entreprises";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"490";"associations";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"500";"silver économie";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"510";"professionnels de santé";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"520";"professionnels d'aide à la personne";"226070ac-51b0-4e92-883a-f0a24d5b8525";"INHERIT";"FR";"fr"
"530";"action publique";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"540";"silver économie";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"550";"entreprises";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"560";"individus";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"570";"aidants";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"580";"médias";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"590";"EHPAD";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"600";"associations";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"610";"professionnels de santé";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"620";"professionnels d'aide à la personne";"982e6860-eb66-407e-bafb-461c2d927478";"INHERIT";"FR";"fr"
"630";"mieux prévenir";"5e539923-c265-45d2-9d0b-77f29c8b0a06";"INHERIT";"FR";"fr"
"640";"mieux vieillir";"5e539923-c265-45d2-9d0b-77f29c8b0a06";"INHERIT";"FR";"fr"
"650";"mieux accompagner";"5e539923-c265-45d2-9d0b-77f29c8b0a06";"INHERIT";"FR";"fr"

